2015-11-18 00:00:00,min,36,85,4,18,25,30,11,46,21,4,13,23,101,orl,41,110,9,21,13,21,20,34,20,10,4,21,104
2015-11-18 00:00:00,ind,42,92,12,27,16,20,16,32,28,18,8,17,112,phi,35,76,5,25,10,16,7,36,14,9,8,17,85
2015-11-18 00:00:00,chi,41,83,9,19,12,14,11,36,24,7,2,17,103,pho,37,91,8,27,15,21,14,29,16,12,4,14,97
2015-11-18 00:00:00,den,38,98,5,15,17,18,17,33,25,7,5,17,98,sas,42,86,9,18,16,20,10,40,33,5,13,13,109
2015-11-18 00:00:00,tor,34,80,5,20,16,18,9,28,14,10,4,17,89,uta,35,72,7,22,16,22,7,34,15,9,5,20,93
2015-11-19 00:00:00,mil,38,73,3,8,21,26,6,16,22,8,2,29,100,cle,40,71,11,24,24,30,13,30,29,3,2,24,115
2015-11-19 00:00:00,gsw,38,73,17,30,31,36,8,36,31,4,4,20,124,lac,44,88,13,29,16,24,9,26,21,11,2,25,117
2015-11-19 00:00:00,sac,43,84,12,23,11,20,9,33,25,3,3,27,109,mia,42,89,7,24,25,33,12,29,25,11,7,15,116
2015-11-20 00:00:00,brk,35,89,8,19,17,24,14,30,17,10,0,13,95,bos,51,87,10,29,8,10,7,34,39,10,4,19,120
2015-11-20 00:00:00,phi,32,79,8,26,16,22,9,33,21,5,6,18,88,cho,40,81,12,25,21,22,5,36,25,7,10,21,113
2015-11-20 00:00:00,uta,35,80,6,20,17,21,18,30,14,4,2,24,93,dal,39,83,8,28,16,17,8,26,24,10,5,19,102
2015-11-20 00:00:00,pho,40,79,15,27,19,25,10,32,22,7,7,26,114,den,41,90,5,24,20,26,14,24,24,8,4,22,107
2015-11-20 00:00:00,chi,35,88,7,22,17,23,15,28,22,11,2,19,94,gsw,39,79,10,29,18,24,11,38,20,7,6,15,106
2015-11-20 00:00:00,tor,34,78,15,33,19,24,12,29,21,7,3,15,102,lal,35,77,8,25,13,17,9,32,21,8,4,18,91
2015-11-20 00:00:00,hou,28,74,6,29,22,37,9,40,15,11,9,23,84,mem,36,85,8,24,16,19,8,39,26,16,4,30,96
2015-11-20 00:00:00,det,40,87,6,28,10,13,8,37,13,11,5,23,96,min,33,77,3,13,17,25,6,34,17,7,4,19,86
2015-11-20 00:00:00,sas,34,84,9,17,13,16,5,38,22,5,8,17,90,nop,40,88,8,22,16,17,7,46,26,3,3,17,104
2015-11-20 00:00:00,nyk,33,72,12,20,15,23,6,30,23,10,5,20,93,okc,35,92,3,29,17,23,21,28,12,9,4,19,90
2015-11-20 00:00:00,lac,38,86,7,24,8,16,10,32,24,6,5,24,91,por,38,90,8,25,18,24,17,38,16,8,3,17,102
2015-11-21 00:00:00,atl,32,86,11,28,22,25,12,26,22,10,4,20,97,cle,41,85,11,29,16,19,11,40,27,4,8,22,109
2015-11-21 00:00:00,was,38,78,7,19,14,20,9,33,22,10,0,19,97,det,36,79,8,26,15,21,8,30,20,3,2,17,95
2015-11-21 00:00:00,nyk,34,80,12,25,27,34,19,26,20,4,8,22,107,hou,35,81,12,28,20,28,16,26,18,6,4,26,102
2015-11-21 00:00:00,mil,34,79,5,17,13,19,13,30,19,9,5,19,86,ind,47,91,15,30,14,23,11,31,28,15,5,13,123
2015-11-21 00:00:00,phi,31,82,10,31,19,24,10,33,16,7,8,30,91,mia,30,69,5,18,31,45,9,36,16,7,14,19,96
2015-11-21 00:00:00,sac,31,81,7,20,28,31,10,37,23,11,5,16,97,orl,38,92,9,31,6,8,15,35,27,8,7,26,91
2015-11-21 00:00:00,mem,32,74,1,9,17,17,7,28,19,13,2,23,82,sas,34,72,7,21,17,22,7,33,20,7,6,20,92
2015-11-22 00:00:00,bos,35,82,14,37,17,21,10,25,19,9,2,28,101,brk,40,79,5,15,26,33,14,35,18,11,4,20,111
2015-11-22 00:00:00,gsw,47,89,15,29,9,13,11,35,35,15,8,25,118,den,37,86,4,15,27,35,13,28,23,9,3,15,105
